Name,Year,Genre,Publisher,Sales North America,Sales Europe,Sales Japan,Sales other regions,Sales worldwide,Platform,Console Developer
The Legend of Zelda: A Link to the Past,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,Super Nintendo Entertainment System,Nintendo
The Legend of Zelda: The Wind Waker,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,GameCube,Nintendo
Mario & Sonic at the Olympic Winter Games,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58,Nintendo Wii,Nintendo
Luigi's Mansion: Dark Moon,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,Nintendo 3DS,Nintendo
Splatoon,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,Nintendo Wii U,Nintendo
The Last of Us,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,PlayStation 4,Sony
Guitar Hero III: Legends of Rock,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,Xbox 360,Microsoft
Madden NFL 2005,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,PlayStation 2,Sony
Pitfall!,1981,Platform,Activision,4.21,0.24,0.0,0.05,4.5,Atari 2600,Atari
Madden NFL 07,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,PlayStation 2,Sony
Spider-Man: The Movie,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,PlayStation 2,Sony
Dragon Quest VII: Warriors of Eden,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,PlayStation,Sony
Uncharted: The Nathan Drake Collection,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,PlayStation 4,Sony
Call of Duty: Advanced Warfare,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,PlayStation 3,Sony
God of War,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,PlayStation 2,Sony
Nintendo Land,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,Nintendo Wii U,Nintendo
Michael Jackson: The Experience,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,Nintendo Wii,Nintendo
Tony Hawk's Pro Skater 3,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,PlayStation 2,Sony
Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,PlayStation 2,Sony
The Elder Scrolls IV: Oblivion,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,Xbox 360,Microsoft
Zelda II: The Adventure of Link,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,Nintendo Entertainment System,Nintendo
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,PlayStation 2,Sony
Resistance: Fall of Man,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,PlayStation 3,Sony
Sonic the Hedgehog,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,Genesis (Mega Drive),Sega
Kingdom Hearts II,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,PlayStation 2,Sony
FIFA 14,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,Xbox 360,Microsoft
Call of Duty: Advanced Warfare,2014,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,Xbox 360,Microsoft
Asteroids,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,Atari 2600,Atari
Fable II,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,Xbox 360,Microsoft
Halo 5: Guardians,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,Xbox One,Microsoft
Super Mario 3D World,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,Nintendo Wii U,Nintendo
Batman: Arkham Asylum,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,PlayStation 3,Sony
Assassin's Creed: Revelations,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,PlayStation 3,Sony
Namco Museum,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,Game Boy Advance,Nintendo
Metal Gear Solid 3: Snake Eater,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,PlayStation 2,Sony
Daxter,2006,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,PlayStation Portable,Sony
Warcraft II: Tides of Darkness,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,Personal Computer,Various
The Legend of Zelda: Ocarina of Time,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,Nintendo 3DS,Nintendo
FIFA Soccer 06,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,PlayStation 2,Sony
EyeToy Play,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,PlayStation 2,Sony
Uncharted 4: A Thief's End,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,PlayStation 4,Sony
Gran Turismo 5 Prologue,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,PlayStation 3,Sony
Assassin's Creed: Revelations,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Xbox 360,Microsoft
Street Fighter IV,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,PlayStation 3,Sony
FIFA 12,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,Xbox 360,Microsoft
Teenage Mutant Ninja Turtles,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,Nintendo Entertainment System,Nintendo
Excitebike,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,Nintendo Entertainment System,Nintendo
Frogger,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,PlayStation,Sony
Madden NFL 2003,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,PlayStation 2,Sony
Watch Dogs,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,PlayStation 4,Sony
Half-Life,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,Personal Computer,Various
Super Mario World 2: Yoshi's Island,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,Super Nintendo Entertainment System,Nintendo
FIFA Soccer 07,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,PlayStation 2,Sony
The Legend of Zelda: Skyward Sword,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,Nintendo Wii,Nintendo
Street Fighter II Turbo,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,Super Nintendo Entertainment System,Nintendo
Carnival Games,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,Nintendo Wii,Nintendo
Fallout 4,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,Xbox One,Microsoft
World of Warcraft: The Burning Crusade,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,Personal Computer,Various
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,Xbox 360,Microsoft
God of War II,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,PlayStation 2,Sony
Forza Motorsport 2,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,Xbox 360,Microsoft
World Soccer Winning Eleven 9,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,PlayStation 2,Sony
Namco Museum Vol.3,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,PlayStation,Sony
Tekken Tag Tournament,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,PlayStation 2,Sony
Far Cry 4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,PlayStation 4,Sony
Star Fox 64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,Nintendo 64,Nintendo
Minecraft,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,PlayStation 4,Sony
Golf,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,Nintendo Entertainment System,Nintendo
Fallout 3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,PlayStation 3,Sony
Professor Layton and the Diabolical Box,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,Nintendo DS,Nintendo
Left 4 Dead 2,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,Xbox 360,Microsoft
Namco Museum: 50th Anniversary,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,PlayStation 2,Sony
EA Sports Active,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,Nintendo Wii,Nintendo
Assassin's Creed: Unity,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,PlayStation 4,Sony
Donkey Kong Land,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,Game Boy,Nintendo
Tony Hawk's Underground,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,PlayStation 2,Sony
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,PlayStation 3,Sony
Monster Hunter 4 Ultimate,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,Nintendo 3DS,Nintendo
MotorStorm,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,PlayStation 3,Sony
The Elder Scrolls V: Skyrim,2011,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,Personal Computer,Various
Tekken 5,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,PlayStation 2,Sony
Dragon Warrior III,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,Nintendo Entertainment System,Nintendo
Sports Champions,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,PlayStation 3,Sony
NBA 2K16,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,PlayStation 4,Sony
World Soccer Winning Eleven 8 International,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,PlayStation 2,Sony
Flash Focus: Vision Training in Minutes a Day,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,Nintendo DS,Nintendo
Namco Museum Vol.1,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,PlayStation,Sony
The Legend of Zelda: Link's Awakening,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,Game Boy,Nintendo
Mario & Luigi: Bowser's Inside Story,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,Nintendo DS,Nintendo
Big Brain Academy: Wii Degree,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,Nintendo Wii,Nintendo
Nintendogs + cats,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,Nintendo 3DS,Nintendo
Batman: Arkham Knight,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,PlayStation 4,Sony
Mario & Sonic at the London 2012 Olympic Games,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78,Nintendo Wii,Nintendo
LEGO Indiana Jones: The Original Adventures,2008,Action,Activision,2.4,1.03,0.0,0.36,3.78,Xbox 360,Microsoft
Resident Evil Director's Cut,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,PlayStation,Sony
Ratchet & Clank: Size Matters,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,PlayStation Portable,Sony
Just Dance 2014,2013,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,Nintendo Wii,Nintendo
The Sims: Unleashed,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,Personal Computer,Various
Super Paper Mario,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,Nintendo Wii,Nintendo
Harry Potter and the Sorcerer's Stone,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,PlayStation,Sony
The Witcher 3: Wild Hunt,2015,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,PlayStation 4,Sony
Resident Evil 3: Nemesis,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,PlayStation,Sony
Spyro: Year of the Dragon,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,PlayStation,Sony
FIFA Soccer 2005,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,PlayStation 2,Sony
Pokémon Trading Card Game,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,Game Boy,Nintendo
Battlefield 4,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,PlayStation 3,Sony
MySims,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,Nintendo DS,Nintendo
Friend Collection,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,Nintendo DS,Nintendo
Tony Hawk's Pro Skater 4,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,PlayStation 2,Sony
Midnight Club 3: DUB Edition,2005,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,PlayStation Portable,Sony
Banjo-Kazooie,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,Nintendo 64,Nintendo
SOCOM: U.S. Navy SEALs,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,PlayStation 2,Sony
Guitar Hero: World Tour,2008,Misc,Activision,2.33,0.97,0.0,0.35,3.65,Nintendo Wii,Nintendo
Gran Turismo 6,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,PlayStation 3,Sony
Jak and Daxter: The Precursor Legacy,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,PlayStation 2,Sony
Pokemon Snap,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,Nintendo 64,Nintendo
FIFA Soccer 10,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,PlayStation 3,Sony
Pro Evolution Soccer 2008,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,PlayStation 2,Sony
Call of Duty: Ghosts,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,PlayStation 4,Sony
Resident Evil 4,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,PlayStation 2,Sony
Tom Clancy's The Division,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,PlayStation 4,Sony
Star Wars: Battlefront,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,PlayStation 2,Sony
Doom II: Hell on Earth,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,Personal Computer,Various
The Simpsons: Road Rage,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,PlayStation 2,Sony
Cooking Mama 2: Dinner With Friends,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,Nintendo DS,Nintendo
Luigi's Mansion,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,GameCube,Nintendo
Star Wars: Battlefront II,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,PlayStation 2,Sony
WWF SmackDown!,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,PlayStation,Sony
Croc: Legend of the Gobbos,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,PlayStation,Sony
Grand Theft Auto: Liberty City Stories,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,PlayStation 2,Sony
The Getaway,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,PlayStation 2,Sony
Tomb Raider III: Adventures of Lara Croft,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,PlayStation,Sony
James Bond 007: Agent Under Fire,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,PlayStation 2,Sony
LEGO Star Wars: The Video Game,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,PlayStation 2,Sony
Battlefield 4,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,Xbox 360,Microsoft
FIFA Soccer 11,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,Xbox 360,Microsoft
Rugrats in Paris: The Movie,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,PlayStation,Sony
Spyro 2: Ripto's Rage!,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,PlayStation,Sony
Left 4 Dead,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,Xbox 360,Microsoft
Mario & Sonic at the Olympic Winter Games,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.52,Nintendo DS,Nintendo
Resident Evil 5,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51,Xbox 360,Microsoft
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,Super Nintendo Entertainment System,Nintendo
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,Xbox 360,Microsoft
Kung Fu,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,Nintendo Entertainment System,Nintendo
Batman: Arkham Asylum,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,Xbox 360,Microsoft
Clubhouse Games,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,Nintendo DS,Nintendo
Star Wars Battlefront (2015),2015,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,Xbox One,Microsoft
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,Xbox 360,Microsoft
Guitar Hero: On Tour,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48,Nintendo DS,Nintendo
Assassin's Creed: Unity,2014,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46,Xbox One,Microsoft
Far Cry 3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,PlayStation 3,Sony
Monster Hunter 4,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,Nintendo 3DS,Nintendo
Borderlands,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,Xbox 360,Microsoft
Tekken 4,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,PlayStation 2,Sony
Battlefield 4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,PlayStation 4,Sony
LittleBigPlanet 2,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,PlayStation 3,Sony
Grand Theft Auto 2,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,PlayStation,Sony
Final Fantasy III,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,Super Nintendo Entertainment System,Nintendo
Spider-Man 2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,PlayStation 2,Sony
F-1 Race,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,Game Boy,Nintendo
FIFA Soccer 2003,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,PlayStation 2,Sony
Crash Bash,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,PlayStation,Sony
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,Xbox 360,Microsoft
Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,PlayStation 4,Sony
The Legend of Zelda: Spirit Tracks,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,Nintendo DS,Nintendo
WWF War Zone,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,PlayStation,Sony
The Legend of Zelda: Majora's Mask,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,Nintendo 64,Nintendo
Professor Layton and the Unwound Future,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,Nintendo DS,Nintendo
Rugrats: Search For Reptar,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,PlayStation,Sony
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,Xbox 360,Microsoft
English Training: Have Fun Improving Your Skills!,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,Nintendo DS,Nintendo
James Bond 007: Nightfire,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,PlayStation 2,Sony
Ratchet & Clank,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,PlayStation 2,Sony
Mario Party 9,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,Nintendo Wii,Nintendo
Star Wars Episode III: Revenge of the Sith,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,PlayStation 2,Sony
Max Payne,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,PlayStation 2,Sony
The Lord of the Rings: The Return of the King,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,PlayStation 2,Sony
Assassin's Creed Syndicate,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,PlayStation 4,Sony
Destiny,2014,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,Xbox One,Microsoft
True Crime: Streets of LA,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,PlayStation 2,Sony
Wii Music,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,Nintendo Wii,Nintendo
Gran Turismo (PSP),2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27,PlayStation Portable,Sony
Monster Hunter X,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26,Nintendo 3DS,Nintendo
Tekken,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,PlayStation,Sony
FIFA 16,2015,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,Xbox One,Microsoft
L.A. Noire,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,PlayStation 3,Sony
Madden NFL 16,2015,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,PlayStation 4,Sony
Yokai Watch 2 Ganso/Honke,2014,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22,Nintendo 3DS,Nintendo
007: Tomorrow Never Dies,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,PlayStation,Sony
Baseball,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,Nintendo Entertainment System,Nintendo
Killer Instinct,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,Super Nintendo Entertainment System,Nintendo
WWF SmackDown! 2: Know Your Role,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,PlayStation,Sony
Crisis Core: Final Fantasy VII,2007,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19,PlayStation Portable,Sony
God of War: Chains of Olympus,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,PlayStation Portable,Sony
Dragon Quest VI: Maboroshi no Daichi,1995,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,Super Nintendo Entertainment System,Nintendo
Dance Central,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,Xbox 360,Microsoft
Enter the Matrix,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,PlayStation 2,Sony
Super Mario Maker,2015,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18,Nintendo Wii U,Nintendo
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,PlayStation 3,Sony
Rhythm Heaven,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17,Nintendo DS,Nintendo
Ace Combat 04: Shattered Skies,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,PlayStation 2,Sony
Club Penguin: Elite Penguin Force,2008,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16,Nintendo DS,Nintendo
Animal Crossing,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,GameCube,Nintendo
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15,Nintendo DS,Nintendo
Sonic Rush,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15,Nintendo DS,Nintendo
Resident Evil 6,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,PlayStation 3,Sony
Halo: The Master Chief Collection,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,Xbox One,Microsoft
FIFA Soccer 08,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,PlayStation 2,Sony
Spider-Man,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,PlayStation,Sony
Need for Speed III: Hot Pursuit,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,PlayStation,Sony
Star Wars Episode I Racer,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,Nintendo 64,Nintendo
Personal Trainer: Cooking,2006,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12,Nintendo DS,Nintendo
The Elder Scrolls IV: Oblivion,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,PlayStation 3,Sony
Dragon Warrior IV,1990,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,Nintendo Entertainment System,Nintendo
Heavy Rain,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,PlayStation 3,Sony
Mass Effect 2,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,Xbox 360,Microsoft
FIFA 15,2014,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11,Xbox 360,Microsoft
Dragon Ball Z: Budokai,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,PlayStation 2,Sony
Madden NFL 2002,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,PlayStation 2,Sony
World Class Track Meet,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,Nintendo Entertainment System,Nintendo
Borderlands 2,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,Xbox 360,Microsoft
The Legend of Zelda: A Link Between Worlds,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,Nintendo 3DS,Nintendo
Donkey Kong,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,Game Boy,Nintendo
The Sims: Vacation,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,Personal Computer,Various
Mass Effect 3,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,Xbox 360,Microsoft
Kung Fu Panda,2008,Action,Activision,1.91,0.84,0.0,0.29,3.05,Xbox 360,Microsoft
Far Cry 3,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,Xbox 360,Microsoft
Epic Mickey,2010,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,Nintendo Wii,Nintendo
Saints Row 2,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03,Xbox 360,Microsoft
Rayman,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,PlayStation,Sony
Killzone 2,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,PlayStation 3,Sony
